Depth..MAB.,Station,Date_open,Date_closed,Collect_date,Duration.open,Org C flux (mg/m2/day),Total C flux (mg/m^2/day),PIC flux (mg C m^2/d)
NA,NA,NA,NA,2/20/1990,NA,NA,NA,#VALUE!
NA,NA,NA,NA,2/21/1990,NA,NA,NA,#VALUE!
NA,NA,NA,NA,2/22/1990,NA,NA,NA,#VALUE!
NA,NA,NA,NA,2/23/1990,NA,NA,NA,#VALUE!
NA,NA,NA,NA,2/24/1990,NA,NA,NA,#VALUE!
NA,NA,NA,NA,2/25/1990,NA,NA,NA,#VALUE!
600,327,2/26/1990,3/28/1990,2/26/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,2/27/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,2/28/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/1/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/2/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/3/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/4/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/5/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/6/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/7/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/8/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/9/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/10/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/11/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/12/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/13/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/14/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/15/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/16/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/17/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/18/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/19/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/20/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/21/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/22/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/23/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/24/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/25/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/26/1990,30,4.563432,7.569176,3.005744
600,327,2/26/1990,3/28/1990,3/27/1990,30,4.563432,7.569176,3.005744
600,327,3/28/1990,4/27/1990,3/28/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,3/29/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,3/30/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,3/31/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/1/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/2/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/3/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/4/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/5/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/6/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/7/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/8/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/9/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/10/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/11/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/12/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/13/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/14/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/15/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/16/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/17/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/18/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/19/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/20/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/21/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/22/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/23/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/24/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/25/1990,30,8.280896,14.168336,5.88744
600,327,3/28/1990,4/27/1990,4/26/1990,30,8.280896,14.168336,5.88744
600,327,4/27/1990,5/27/1990,4/27/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,4/28/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,4/29/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,4/30/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/1/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/2/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/3/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/4/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/5/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/6/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/7/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/8/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/9/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/10/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/11/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/12/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/13/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/14/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/15/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/16/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/17/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/18/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/19/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/20/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/21/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/22/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/23/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/24/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/25/1990,30,6.806442667,11.34864533,4.542202663
600,327,4/27/1990,5/27/1990,5/26/1990,30,6.806442667,11.34864533,4.542202663
600,327,5/27/1990,6/26/1990,5/27/1990,30,12.69930667,20.94251733,8.24321066
600,327,5/27/1990,6/26/1990,5/28/1990,30,12.69930667,20.94251733,8.24321066
600,327,5/27/1990,6/26/1990,5/29/1990,30,12.69930667,20.94251733,8.24321066
